ID,Item Name,GL Code,Catalog,Category,Menus,Stock,Cost,Price
261123,Gluten Free Ramen Noodles,Food & Beverage,Food & Beverage,Food: Lunch / Dinner Meals & Ingredients,,2,2.73,4.99
261124,Samurai Ramen,Food & Beverage,Food & Beverage,Food: Lunch / Dinner Meals & Ingredients,,4,3.45,5.99
261125,White Miso Paste,Food & Beverage,Food & Beverage,Food: Other Condiments & Ingredients,,3,3.19,5.99
261139,Maple Sugar and Oatmeal Pancake Mix,Food & Beverage,Food & Beverage,Food: Breakfast Meals & Ingredients,,12,3,5
261141,Maple Buckwheat Pancake Mix,Food & Beverage,Food & Beverage,Food: Breakfast Meals & Ingredients,,11,3,5
261149,Sangaria Strawberry Milk,Food & Beverage,Food & Beverage,Beverage: Other Drinks,,0,1.99,3.99
261152,Maple Bacon Jam,Food & Beverage,Food & Beverage,Food: Other Condiments & Ingredients,,11,4.5,8.99
261153,100% Pure Maple Candy,Food & Beverage,Food & Beverage,Food: Snacks,,9,1.52,3
261154,Salted Caramel Maple Syrup,Food & Beverage,Food & Beverage,Food: Other Condiments & Ingredients,,11,7.75,14
261155,Apple Butter Jam,Food & Beverage,Food & Beverage,Food: Other Condiments & Ingredients,,10,4.5,7.99
261156,Premium Hi-Chew Peach,Food & Beverage,Food & Beverage,Food: Snacks,,0,2.72,4
261157,Premium Hi-Chew Muscat,Food & Beverage,Food & Beverage,Food: Snacks,,0,2.31,4
261158,Cantabile Vanilla Flavor Americano,Food & Beverage,Food & Beverage,Beverage: Other Drinks,,6,1.75,4
261159,Cantabile Sweet Americano,Food & Beverage,Food & Beverage,Beverage: Other Drinks,,8,1.75,4
261160,Cantabile Green Grape Flavored Ade,Food & Beverage,Food & Beverage,Beverage: Other Drinks,,1,1.75,4
261161,Cantabile Apple Ade,Food & Beverage,Food & Beverage,Beverage: Other Drinks,,-1,1.75,4
261162,Melon Ramune,Food & Beverage,Food & Beverage,Beverage: Other Drinks,,-1,1.9,3.99
261163,Tomomasu Mango Cider,Food & Beverage,Food & Beverage,Beverage: Other Drinks,,1,2.3,3.99
261164,Tomomasu Watermelon Cider,Food & Beverage,Food & Beverage,Beverage: Other Drinks,,0,2.3,3.99
261165,Tomomasu Durian Cider,Food & Beverage,Food & Beverage,Beverage: Other Drinks,,10,2.3,3.99
261166,Taiwan Apple Milk,Food & Beverage,Food & Beverage,Beverage: Other Drinks,,1,2.15,3.99
261168,Tomomasu Peach Cider,Food & Beverage,Food & Beverage,Beverage: Other Drinks,,0,2.3,3.99
261220,This is Salad,Food & Beverage,Food & Beverage,Food: Lunch / Dinner Meals & Ingredients,,7,3.5,7
261301,White Mint Biscotti,Food & Beverage,Food & Beverage,Food: Snacks,,1,1.65,3.49
261302,Gingerbread Biscotti,Food & Beverage,Food & Beverage,Food: Snacks,,-1,1.65,3.49
261303,Pumpkin Spice Walnut Biscotti,Food & Beverage,Food & Beverage,Food: Snacks,,2,1.65,3.49
261327,Apothecary Happy Birthday Bar,Food & Beverage,Food & Beverage,Food: Snacks,,12,9,9.99
261328,Apothecary Congratulations Bar,Food & Beverage,Food & Beverage,Food: Snacks,,10,9,9.99
261406,Oregon Seaweed Dulse,Food & Beverage,Food & Beverage,Food: Other Condiments & Ingredients,,10,17.99,19.99
261408,Olipop Strawberry Vanilla,Food & Beverage,Food & Beverage,Beverage: Other Drinks,,15,2.58,3.99
261437,Coconut Milk Rice Pudding Chocolate,Food & Beverage,Food & Beverage,Food: Snacks,,4,2.7,4.99
261438,Tapioca Pudding Chocolate,Food & Beverage,Food & Beverage,Food: Snacks,,0,2.7,4.99
261443,Japanese Umami Ketchup,Food & Beverage,Food & Beverage,Food: Other Condiments & Ingredients,,4,4.5,7.99
261444,GFB Choc and Peanut Butter Balls,Food & Beverage,Food & Beverage,Food: Snacks,,0,1.12,2.99
261618,This is Salad! Kale,Food & Beverage,Food & Beverage,Food: Snacks,,7,3.5,7
261632,Elixir Hot Sauce Gift Box,Food & Beverage,Food & Beverage,Food: Other Condiments & Ingredients,,4,12.75,20
261639,Matcha Green Tea,Food & Beverage,Food & Beverage,Beverage: Coffee & Tea,,0,2.39,4.99
261644,Base Camp Peak Rings,Food & Beverage,Food & Beverage,Food: Snacks,,0,3.5,7
261645,Base Camp Pickle Chips,Food & Beverage,Food & Beverage,Food: Snacks,,-6,5.5,9
261646,Base Camp Freeze Dried Smores,Food & Beverage,Food & Beverage,Food: Snacks,,24,5.5,9
261657,Moo Dark Chocolate 1.4oz,Food & Beverage,Food & Beverage,Food: Snacks,,32,1.32,2.99
261658,Moo Peanut Butter Chocolate Bar 1.4,Food & Beverage,Food & Beverage,Food: Snacks,,30,1.72,2.99
261659,Moo Milk Chocolate Bar 1.4oz,Food & Beverage,Food & Beverage,Food: Snacks,,28,1.72,2.99
262098,Chum Mango Fruit Bites,Food & Beverage,Food & Beverage,Food: Snacks,,0,0.92,1.99
262101,Chum Strawberry Fruit Bites,Food & Beverage,Food & Beverage,Food: Snacks,,10,0.92,1.99
262104,Chum Peach Fruit Bites,Food & Beverage,Food & Beverage,Food: Snacks,,11,0.92,1.99
262105,Chum Blackberry Fruit bites,Food & Beverage,Food & Beverage,Food: Snacks,,11,0.92,1.99
262106,Lenka Peanut Butter & Chocolate,Food & Beverage,Food & Beverage,Food: Snacks,,6,1.89,3.99
262107,Lenka Vanilla Espresso Granola Bar,Food & Beverage,Food & Beverage,Food: Snacks,,8,1.89,3.99
262108,Lenka Cranberry & Chocolate Granola,Food & Beverage,Food & Beverage,Food: Snacks,,10,1.89,3.99
262109,Lenka Berry Omega Granola Bar,Food & Beverage,Food & Beverage,Food: Snacks,,17,1.89,3.99
262327,Chobani Black Cherry 5.3 OZ yogurt,Food & Beverage,Food & Beverage,Food: Breakfast Meals & Ingredients,,5,1.25,2.99
262328,Chobani Blueberry Yogurt 5.3 OZ,Food & Beverage,Food & Beverage,Food: Breakfast Meals & Ingredients,,5,1.25,2.99
262402,Mogu Mogu Cotton Candy Drink,Food & Beverage,Food & Beverage,Beverage: Other Drinks,,0,1.27,2.99
262410,Meito Birthday Fish Cookie,Food & Beverage,Food & Beverage,Food: Snacks,,12,1.41,3.79
262731,Raspberries 6oz,Food & Beverage,Food & Beverage,Food: Snacks,,1,3.49,5.99
262732,Horizon Chocolate Milk,Food & Beverage,Food & Beverage,Beverage: Other Drinks,,23,1.29,2.49
262733,Horizon Lowfat Milk,Food & Beverage,Food & Beverage,Beverage: Other Drinks,,0,1.49,2.49
263434,Hardbite Sea Salt & Vinegar,Food & Beverage,Food & Beverage,Food: Snacks,,19,1.9,4
263435,Hardbite Black Truffle Sea Salt Chi,Food & Beverage,Food & Beverage,Food: Snacks,,6,1.9,4
263436,Hardbite Sea Salt & Pepper Chips,Food & Beverage,Food & Beverage,Food: Snacks,,12,1.9,4
263437,Hardbite Spicy Dill Pickle,Food & Beverage,Food & Beverage,Food: Snacks,,8,1.9,4
263438,Hardbite All Dressed Chips,Food & Beverage,Food & Beverage,Food: Snacks,,11,1.9,4
263440,Hardbite Spicy Dijon Chips,Food & Beverage,Food & Beverage,Food: Snacks,,23,1.9,4
263442,Hardbite Ketchup Chips,Food & Beverage,Food & Beverage,Food: Snacks,,24,1.9,4
263444,Hardbite Wild Onion & Yogurt Chips,Food & Beverage,Food & Beverage,Food: Snacks,,27,1.9,4
263445,Hardbite Smokin BBQ,Food & Beverage,Food & Beverage,Food: Snacks,,16,1.9,4
263447,Hardbite All Natural Chips,Food & Beverage,Food & Beverage,Food: Snacks,,12,1.9,4
263448,Hardbite Ghost Pepper Chips,Food & Beverage,Food & Beverage,Food: Snacks,,6,1.9,4
263489,Base Camp Strawberry Bark,Food & Beverage,Food & Beverage,Food: Snacks,,11,5.5,9
263510,Hardbite Apple Cider Vinegar Chips,Food & Beverage,Food & Beverage,Food: Snacks,,17,1.9,4
263598,Columbia River Thundermuck! Coffee,Food & Beverage,Food & Beverage,Beverage: Coffee & Tea,,26,1.45,2.99
263599,Columbia River Fishers & Fallers Co,Food & Beverage,Food & Beverage,Beverage: Coffee & Tea,,29,1.45,2.99
263600,Columbia River Decaf Coffee Bag,Food & Beverage,Food & Beverage,Beverage: Coffee & Tea,,27,1.45,2.99
263602,Columbia River Thundermuck Espresso,Food & Beverage,Cafe,Food: Deserts,,40,2.3,4
263605,Cantabile Peach Iced Tea,Food & Beverage,Food & Beverage,Beverage: Other Drinks,,8,1.75,4
263606,Cantabile Orange Ade,Food & Beverage,Food & Beverage,Beverage: Other Drinks,,6,1.75,4
263607,Cantabile Hazelnut Flavor,Food & Beverage,Food & Beverage,Beverage: Other Drinks,,9,1.75,4
263734,Momofuku Chili Crunch Milk Bar Cook,Food & Beverage,Food & Beverage,Food: Snacks,,10,4.81,9.99
263960,Sun Tropics Salted caramel banana C,Food & Beverage,Food & Beverage,Food: Snacks,,8,2.8,5.99
264526,Kuro Goma Latte Sesame,Food & Beverage,Food & Beverage,Food: Snacks,,0,4.43,8.99
265068,Hardbite Avocado & Lime,Food & Beverage,Food & Beverage,Food: Snacks,,13,1.9,4
265563,Base Camp Raspberry Cream Puff,Food & Beverage,Food & Beverage,Food: Snacks,,2,5.5,9
265969,Fresh Strawberries 16 oz,Food & Beverage,Food & Beverage,Food: Snacks,,0,3.79,5.99
266110,Horizon Whole Milk 8oz,Food & Beverage,Food & Beverage,Beverage: Other Drinks,,24,1.49,2.49
268314,Lenka Nuts & Berries Granola Bar,Food & Beverage,Food & Beverage,Food: Snacks,,11,1.89,3.99
268691,Saba Banana Chips Sweet Fire,Food & Beverage,Food & Beverage,Food: Snacks,,10,2.8,5.99
268693,Saba Banana Chips  Sea Salt,Food & Beverage,Food & Beverage,Food: Snacks,,12,2.8,5.99
268758,Organic Cooking Sake,Food & Beverage,Food & Beverage,Food: Other Condiments & Ingredients,,2,4.29,8.99
268762,Organic Tonkatsu Sauce,Food & Beverage,Food & Beverage,Food: Other Condiments & Ingredients,,1,4.4,8.99
268763,Yuzu Dessert Noodles,Food & Beverage,Food & Beverage,Food: Snacks,,7,1.95,3.99
268940,Jacobsen Savory Tumeric,Food & Beverage,Food & Beverage,Food: Other Condiments & Ingredients,,6,5.25,9.99
268941,Jacobsen Black Garlic Salt,Food & Beverage,Food & Beverage,Food: Other Condiments & Ingredients,,30,3.4,5.99
270877,Moo Dark Chocolate Pretzel,Food & Beverage,Food & Beverage,Food: Snacks,,14,0.66,1.49
